57389.13151	2.9927	1.0147	0.6947	-0.3823	1.4247	1.5887	0.4887	-0.0873	0.9087
57390.10859	3.3868	1.0518	0.7138	-0.3752	1.4458	1.6128	0.4978	-0.0722	0.9298
57398.25983	3.7087	1.0477	0.7237	-0.3603	1.4447	1.6187	0.5037	-0.0533	0.9387
57400.19497	3.1294	1.0594	0.7284	-0.3466	1.4544	1.6374	0.5154	-0.0566	0.9484
57401.22681	3.5198	1.0578	0.7018	-0.3862	1.4218	1.5688	0.6678	-0.0902	0.9038
57402.2451	3.4423	1.0563	0.7183	-0.3757	1.4353	1.6293	0.5013	-0.0637	0.9293
57403.25851	3.6808	1.0918	0.7168	-0.3602	1.4378	1.6298	0.5018	-0.0632	0.9388
57404.15873	3.0521	1.0491	0.7391	-0.3569	1.4391	1.6521	0.5181	-0.0559	0.9461
57408.14365	2.9884	1.0444	0.6884	-0.3736	1.4464	1.6654	0.5004	-0.0646	0.9324
57409.06357	3.1435	1.0875	0.7295	-0.3355	1.4455	1.6345	0.5635	-0.0285	0.9845
57410.15394	2.8817	0.9727	0.6587	-0.3193	1.3577	1.5377	0.4367	-0.1113	0.8897
57416.08271	2.9095	1.1125	0.7125	-0.3725	1.4245	1.6045	0.5025	-0.0735	0.9375
57423.14681	3.0497	1.0537	0.7237	-0.3563	1.4467	1.6167	0.5017	-0.0583	0.9327
57425.18849	3.1043	1.0403	0.7153	-0.3577	1.4413	1.5963	0.5113	-0.0577	0.9423
57429.1815	3.0057	1.1317	0.7137	-0.3733	1.4107	1.5917	0.4857	-0.0743	0.9287
57433.05697	3.0492	1.0622	0.7002	-0.3778	1.4332	1.6302	0.4902	-0.0788	0.9152
57435.07325	3.019	1.162	0.7	-0.386	1.436	1.616	0.458	-0.089	0.898
57439.09351	2.9432	1.0922	0.7382	-0.3268	1.4502	1.6332	0.5192	-0.0268	0.9692
57441.14678	3.0053	1.0583	0.7343	-0.3567	1.4603	1.5653	0.5173	-0.0577	0.9573
57443.1284	3.0513	1.0203	0.6103	-0.3547	1.4553	1.6333	0.5043	-0.0657	0.9193
57448.1292	3.1547	1.0367	0.7297	-0.3513	1.4487	1.6277	0.5057	-0.0583	0.9437
57457.10741	2.9521	1.0491	0.7261	-0.3519	1.4431	1.6281	0.5151	-0.0559	0.9541
57466.08334	2.9376	1.1046	0.6706	-0.4044	1.3686	1.5666	0.4726	-0.1084	0.8986
